sample_id,category,split,question_type,difficulty,bus_system,scenario_id,human_authored,expert_validated,physics_valid,power_balance_error_MW,annotator_1,annotator_2,annotator_3,expert_mean,inter_rater_kappa,hallucination_flag,hallucination_category,bleu_score,rouge_l,bertscore,data_generation_method,creation_date
MA_0516,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0516,False,True,True,0.0,4,4,3,3.67,0.74,False,none,0.392,0.478,0.854,physics-constrained synthetic generation,2024-01-01
MA_0517,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0517,False,True,True,0.0,5,3,4,4.0,0.78,False,none,0.382,0.464,0.839,physics-constrained synthetic generation,2024-01-01
MA_0518,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0518,False,True,True,0.0,4,5,5,4.67,0.76,False,none,0.317,0.539,0.845,physics-constrained synthetic generation,2024-01-01
MA_0519,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0519,False,True,True,0.0,3,3,3,3.0,0.78,False,none,0.339,0.461,0.835,physics-constrained synthetic generation,2024-01-01
MA_0520,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0520,False,True,True,0.0,5,4,5,4.67,0.79,False,none,0.31,0.531,0.823,physics-constrained synthetic generation,2024-01-01
MA_0521,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0521,False,True,True,0.0,3,4,5,4.0,0.77,False,none,0.347,0.526,0.832,physics-constrained synthetic generation,2024-01-01
MA_0522,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0522,False,True,True,0.0,4,3,3,3.33,0.8,False,none,0.393,0.514,0.839,physics-constrained synthetic generation,2024-01-01
MA_0523,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0523,False,True,True,0.0,3,5,5,4.33,0.82,False,none,0.351,0.459,0.84,physics-constrained synthetic generation,2024-01-01
MA_0524,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0524,False,True,True,0.0,4,3,4,3.67,0.81,False,none,0.361,0.485,0.829,physics-constrained synthetic generation,2024-01-01
MA_0525,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0525,False,True,True,0.0,3,5,4,4.0,0.79,False,none,0.311,0.452,0.832,physics-constrained synthetic generation,2024-01-01
MA_0526,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0526,False,True,True,0.0,5,5,5,5.0,0.81,False,none,0.337,0.53,0.836,physics-constrained synthetic generation,2024-01-01
MA_0527,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0527,False,True,True,0.0,5,4,4,4.33,0.76,False,none,0.315,0.467,0.833,physics-constrained synthetic generation,2024-01-01
MA_0528,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0528,False,True,True,0.0,5,3,4,4.0,0.82,False,none,0.408,0.488,0.848,physics-constrained synthetic generation,2024-01-01
MA_0529,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0529,False,True,True,0.0,4,5,4,4.33,0.74,False,none,0.403,0.503,0.849,physics-constrained synthetic generation,2024-01-01
MA_0530,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0530,False,True,True,0.0,4,4,5,4.33,0.81,False,none,0.339,0.475,0.838,physics-constrained synthetic generation,2024-01-01
MA_0531,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0531,False,True,True,0.0,3,5,3,3.67,0.77,False,none,0.413,0.461,0.855,physics-constrained synthetic generation,2024-01-01
MA_0532,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0532,False,True,True,0.0,4,4,5,4.33,0.82,False,none,0.371,0.482,0.835,physics-constrained synthetic generation,2024-01-01
MA_0533,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0533,False,True,True,0.0,3,5,3,3.67,0.81,False,none,0.339,0.445,0.836,physics-constrained synthetic generation,2024-01-01
MA_0534,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0534,False,True,True,0.0,5,4,3,4.0,0.84,False,none,0.369,0.48,0.833,physics-constrained synthetic generation,2024-01-01
MA_0535,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0535,False,True,True,0.0,5,4,5,4.67,0.8,False,none,0.361,0.456,0.832,physics-constrained synthetic generation,2024-01-01
MA_0536,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0536,False,True,True,0.0,5,4,5,4.67,0.82,False,none,0.324,0.53,0.858,physics-constrained synthetic generation,2024-01-01
MA_0537,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0537,False,True,True,0.0,3,4,3,3.33,0.76,False,none,0.385,0.489,0.823,physics-constrained synthetic generation,2024-01-01
MA_0538,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0538,False,True,True,0.0,3,5,3,3.67,0.8,False,none,0.318,0.495,0.847,physics-constrained synthetic generation,2024-01-01
MA_0539,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0539,False,True,True,0.0,3,3,3,3.0,0.75,False,none,0.387,0.484,0.841,physics-constrained synthetic generation,2024-01-01
MA_0540,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0540,False,True,True,0.0,4,3,5,4.0,0.78,False,none,0.321,0.493,0.828,physics-constrained synthetic generation,2024-01-01
MA_0541,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0541,False,True,True,0.0,4,5,4,4.33,0.78,False,none,0.394,0.427,0.853,physics-constrained synthetic generation,2024-01-01
MA_0542,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0542,False,True,True,0.0,3,5,4,4.0,0.79,False,none,0.326,0.477,0.856,physics-constrained synthetic generation,2024-01-01
MA_0543,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0543,False,True,True,0.0,5,3,4,4.0,0.75,False,none,0.378,0.479,0.852,physics-constrained synthetic generation,2024-01-01
MA_0544,market_analysis,train,factual,easy,IEEE-14,SCN_MA_0544,False,True,True,0.0,5,4,5,4.67,0.82,False,none,0.333,0.535,0.829,physics-constrained synthetic generation,2024-01-01
MA_0545,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0545,False,True,True,0.0,4,5,4,4.33,0.76,False,none,0.362,0.465,0.857,physics-constrained synthetic generation,2024-01-01
MA_0546,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0546,False,True,True,0.0,4,5,3,4.0,0.77,False,none,0.314,0.538,0.83,physics-constrained synthetic generation,2024-01-01
MA_0547,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0547,False,True,True,0.0,4,3,3,3.33,0.83,False,none,0.393,0.486,0.831,physics-constrained synthetic generation,2024-01-01
MA_0548,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0548,False,True,True,0.0,4,4,4,4.0,0.76,False,none,0.354,0.457,0.823,physics-constrained synthetic generation,2024-01-01
MA_0549,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0549,False,True,True,0.0,4,4,3,3.67,0.84,False,none,0.376,0.508,0.842,physics-constrained synthetic generation,2024-01-01
MA_0550,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0550,False,True,True,0.0,4,5,4,4.33,0.84,False,none,0.362,0.491,0.837,physics-constrained synthetic generation,2024-01-01
MA_0551,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0551,False,True,True,0.0,5,3,4,4.0,0.79,False,none,0.335,0.47,0.849,physics-constrained synthetic generation,2024-01-01
MA_0552,market_analysis,train,multi_step,hard,IEEE-14,SCN_MA_0552,False,True,True,0.0,3,3,4,3.33,0.83,False,none,0.41,0.453,0.838,physics-constrained synthetic generation,2024-01-01
MA_0553,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0553,False,True,True,0.0,3,5,4,4.0,0.81,False,none,0.311,0.522,0.85,physics-constrained synthetic generation,2024-01-01
MA_0554,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0554,False,True,True,0.0,5,5,3,4.33,0.74,False,none,0.353,0.46,0.83,physics-constrained synthetic generation,2024-01-01
MA_0555,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0555,False,True,True,0.0,5,5,4,4.67,0.82,False,none,0.379,0.439,0.822,physics-constrained synthetic generation,2024-01-01
MA_0556,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0556,False,True,True,0.0,3,3,5,3.67,0.75,False,none,0.316,0.451,0.833,physics-constrained synthetic generation,2024-01-01
MA_0557,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0557,False,True,True,0.0,4,3,3,3.33,0.77,False,none,0.331,0.494,0.846,physics-constrained synthetic generation,2024-01-01
MA_0558,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0558,False,True,True,0.0,4,5,5,4.67,0.77,False,none,0.39,0.439,0.836,physics-constrained synthetic generation,2024-01-01
MA_0559,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0559,False,True,True,0.0,3,5,3,3.67,0.8,False,none,0.405,0.504,0.848,physics-constrained synthetic generation,2024-01-01
MA_0560,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0560,False,True,True,0.0,4,4,3,3.67,0.75,False,none,0.41,0.424,0.848,physics-constrained synthetic generation,2024-01-01
MA_0561,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0561,False,True,True,0.0,4,3,4,3.67,0.76,False,none,0.32,0.465,0.825,physics-constrained synthetic generation,2024-01-01
MA_0562,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0562,False,True,True,0.0,4,5,3,4.0,0.8,False,none,0.408,0.435,0.843,physics-constrained synthetic generation,2024-01-01
MA_0563,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0563,False,True,True,0.0,5,5,5,5.0,0.82,False,none,0.319,0.478,0.841,physics-constrained synthetic generation,2024-01-01
MA_0564,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0564,False,True,True,0.0,5,4,5,4.67,0.75,False,none,0.389,0.432,0.841,physics-constrained synthetic generation,2024-01-01
MA_0565,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0565,False,True,True,0.0,3,4,5,4.0,0.8,False,none,0.392,0.429,0.822,physics-constrained synthetic generation,2024-01-01
MA_0566,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0566,False,True,True,0.0,5,3,4,4.0,0.76,False,none,0.401,0.489,0.838,physics-constrained synthetic generation,2024-01-01
MA_0567,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0567,False,True,True,0.0,4,3,3,3.33,0.75,False,none,0.393,0.465,0.841,physics-constrained synthetic generation,2024-01-01
MA_0568,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0568,False,True,True,0.0,3,4,5,4.0,0.83,False,none,0.364,0.506,0.828,physics-constrained synthetic generation,2024-01-01
MA_0569,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0569,False,True,True,0.0,5,4,4,4.33,0.76,False,none,0.396,0.475,0.857,physics-constrained synthetic generation,2024-01-01
MA_0570,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0570,False,True,True,0.0,3,5,3,3.67,0.76,False,none,0.383,0.524,0.845,physics-constrained synthetic generation,2024-01-01
MA_0571,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0571,False,True,True,0.0,3,3,5,3.67,0.82,False,none,0.362,0.534,0.856,physics-constrained synthetic generation,2024-01-01
MA_0572,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0572,False,True,True,0.0,4,5,5,4.67,0.83,False,none,0.383,0.488,0.853,physics-constrained synthetic generation,2024-01-01
MA_0573,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0573,False,True,True,0.0,4,4,5,4.33,0.82,False,none,0.348,0.54,0.853,physics-constrained synthetic generation,2024-01-01
MA_0574,market_analysis,train,factual,easy,IEEE-14,SCN_MA_0574,False,True,True,0.0,5,4,3,4.0,0.75,False,none,0.337,0.447,0.857,physics-constrained synthetic generation,2024-01-01
MA_0575,market_analysis,train,reasoning,medium,IEEE-14,SCN_MA_0575,False,True,True,0.0,5,5,5,5.0,0.84,False,none,0.317,0.428,0.845,physics-constrained synthetic generation,2024-01-01
MA_0576,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0576,False,True,True,0.0,4,3,4,3.67,0.8,False,none,0.363,0.52,0.844,physics-constrained synthetic generation,2024-01-01
MA_0577,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0577,False,True,True,0.0,3,4,3,3.33,0.76,False,none,0.385,0.533,0.853,physics-constrained synthetic generation,2024-01-01
MA_0578,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0578,False,True,True,0.0,5,3,4,4.0,0.76,False,none,0.342,0.455,0.855,physics-constrained synthetic generation,2024-01-01
MA_0579,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0579,False,True,True,0.0,3,5,4,4.0,0.84,False,none,0.375,0.515,0.835,physics-constrained synthetic generation,2024-01-01
MA_0580,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0580,False,True,True,0.0,3,4,5,4.0,0.83,False,none,0.406,0.477,0.855,physics-constrained synthetic generation,2024-01-01
MA_0581,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0581,False,True,True,0.0,4,4,4,4.0,0.75,False,none,0.392,0.492,0.854,physics-constrained synthetic generation,2024-01-01
MA_0582,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0582,False,True,True,0.0,3,5,5,4.33,0.78,False,none,0.409,0.494,0.829,physics-constrained synthetic generation,2024-01-01
MA_0583,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0583,False,True,True,0.0,5,3,3,3.67,0.76,False,none,0.395,0.432,0.821,physics-constrained synthetic generation,2024-01-01
MA_0584,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0584,False,True,True,0.0,5,4,4,4.33,0.77,False,none,0.38,0.485,0.846,physics-constrained synthetic generation,2024-01-01
MA_0585,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0585,False,True,True,0.0,3,5,5,4.33,0.76,False,none,0.338,0.421,0.831,physics-constrained synthetic generation,2024-01-01
MA_0586,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0586,False,True,True,0.0,5,5,4,4.67,0.79,False,none,0.386,0.466,0.838,physics-constrained synthetic generation,2024-01-01
MA_0587,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0587,False,True,True,0.0,5,5,4,4.67,0.78,False,none,0.411,0.541,0.847,physics-constrained synthetic generation,2024-01-01
MA_0588,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0588,False,True,True,0.0,5,4,4,4.33,0.83,False,none,0.359,0.479,0.834,physics-constrained synthetic generation,2024-01-01
MA_0589,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0589,False,True,True,0.0,4,3,4,3.67,0.82,False,none,0.387,0.506,0.855,physics-constrained synthetic generation,2024-01-01
MA_0590,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0590,False,True,True,0.0,4,3,4,3.67,0.74,False,none,0.408,0.478,0.839,physics-constrained synthetic generation,2024-01-01
MA_0591,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0591,False,True,True,0.0,4,5,3,4.0,0.83,False,none,0.396,0.425,0.852,physics-constrained synthetic generation,2024-01-01
MA_0592,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0592,False,True,True,0.0,4,4,3,3.67,0.75,False,none,0.366,0.501,0.846,physics-constrained synthetic generation,2024-01-01
MA_0593,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0593,False,True,True,0.0,5,5,4,4.67,0.79,False,none,0.378,0.509,0.851,physics-constrained synthetic generation,2024-01-01
MA_0594,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0594,False,True,True,0.0,4,5,5,4.67,0.77,False,none,0.344,0.517,0.849,physics-constrained synthetic generation,2024-01-01
MA_0595,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0595,False,True,True,0.0,3,5,4,4.0,0.8,False,none,0.363,0.532,0.841,physics-constrained synthetic generation,2024-01-01
MA_0596,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0596,False,True,True,0.0,3,4,3,3.33,0.79,False,none,0.32,0.484,0.834,physics-constrained synthetic generation,2024-01-01
MA_0597,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0597,False,True,True,0.0,5,3,5,4.33,0.77,False,none,0.319,0.503,0.836,physics-constrained synthetic generation,2024-01-01
MA_0598,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0598,False,True,True,0.0,3,3,3,3.0,0.78,False,none,0.321,0.512,0.843,physics-constrained synthetic generation,2024-01-01
MA_0599,market_analysis,train,reasoning,medium,IEEE-14,SCN_MA_0599,False,True,True,0.0,3,4,3,3.33,0.82,False,none,0.374,0.479,0.832,physics-constrained synthetic generation,2024-01-01
MA_0600,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0600,False,True,True,0.0,4,5,3,4.0,0.78,False,none,0.393,0.52,0.825,physics-constrained synthetic generation,2024-01-01
MA_0601,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0601,False,True,True,0.0,4,4,5,4.33,0.79,False,none,0.319,0.521,0.844,physics-constrained synthetic generation,2024-01-01
MA_0602,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0602,False,True,True,0.0,5,5,5,5.0,0.83,False,none,0.378,0.51,0.823,physics-constrained synthetic generation,2024-01-01
MA_0603,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0603,False,True,True,0.0,3,3,4,3.33,0.82,False,none,0.412,0.467,0.855,physics-constrained synthetic generation,2024-01-01
MA_0604,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0604,False,True,True,0.0,3,4,5,4.0,0.75,False,none,0.331,0.455,0.856,physics-constrained synthetic generation,2024-01-01
MA_0605,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0605,False,True,True,0.0,4,4,5,4.33,0.77,False,none,0.338,0.475,0.825,physics-constrained synthetic generation,2024-01-01
MA_0606,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0606,False,True,True,0.0,3,5,3,3.67,0.76,False,none,0.393,0.532,0.83,physics-constrained synthetic generation,2024-01-01
MA_0607,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0607,False,True,True,0.0,5,3,3,3.67,0.82,False,none,0.355,0.527,0.827,physics-constrained synthetic generation,2024-01-01
MA_0608,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0608,False,True,True,0.0,4,4,3,3.67,0.81,False,none,0.414,0.542,0.855,physics-constrained synthetic generation,2024-01-01
MA_0609,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0609,False,True,True,0.0,4,5,4,4.33,0.78,False,none,0.352,0.463,0.849,physics-constrained synthetic generation,2024-01-01
MA_0610,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0610,False,True,True,0.0,3,3,5,3.67,0.81,False,none,0.39,0.515,0.841,physics-constrained synthetic generation,2024-01-01
MA_0611,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0611,False,True,True,0.0,5,5,3,4.33,0.81,False,none,0.384,0.449,0.854,physics-constrained synthetic generation,2024-01-01
MA_0612,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0612,False,True,True,0.0,4,3,4,3.67,0.75,False,none,0.339,0.489,0.832,physics-constrained synthetic generation,2024-01-01
MA_0613,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0613,False,True,True,0.0,3,5,5,4.33,0.78,False,none,0.368,0.511,0.836,physics-constrained synthetic generation,2024-01-01
MA_0614,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0614,False,True,True,0.0,3,4,3,3.33,0.78,False,none,0.354,0.458,0.858,physics-constrained synthetic generation,2024-01-01
MA_0615,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0615,False,True,True,0.0,3,3,5,3.67,0.74,False,none,0.38,0.526,0.845,physics-constrained synthetic generation,2024-01-01
MA_0616,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0616,False,True,True,0.0,3,4,4,3.67,0.84,False,none,0.395,0.471,0.846,physics-constrained synthetic generation,2024-01-01
MA_0617,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0617,False,True,True,0.0,4,4,4,4.0,0.77,False,none,0.402,0.489,0.829,physics-constrained synthetic generation,2024-01-01
MA_0618,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0618,False,True,True,0.0,4,4,5,4.33,0.8,False,none,0.383,0.505,0.85,physics-constrained synthetic generation,2024-01-01
MA_0619,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0619,False,True,True,0.0,4,4,3,3.67,0.74,False,none,0.381,0.518,0.853,physics-constrained synthetic generation,2024-01-01
MA_0620,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0620,False,True,True,0.0,3,4,3,3.33,0.75,False,none,0.317,0.472,0.836,physics-constrained synthetic generation,2024-01-01
MA_0621,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0621,False,True,True,0.0,5,4,5,4.67,0.78,False,none,0.367,0.479,0.828,physics-constrained synthetic generation,2024-01-01
